session_id,participant_id,conversation_order,latin_square_sequence,condition_code,condition_order,conversation_within_condition,topic_id,variation_id,topic_preference,model_size,model_name,personality_context_enabled,coherence,windowed_coherence,topic_consistency,novelty,turn_balance,token_balance,question_rate,engagement_score,engagement_sensitivity_no_turn_balance
5adead12-8251-4faf-a951-69355bfbc343,P-4CD2E82E33,15,7,C,8,1,T3,C,low,small,google/gemma-3-4b-it,1,0.6547109863974832,0.6859083880077709,0.6103466947873434,0.34528901360251685,1.0,0.7538461538461538,0.16666666666666666,0.5913887818654379,0.5459875354060421
7f3c7583-8213-41a0-88cf-8e2c883e5ddf,P-4CD2E82E33,16,7,C,8,2,T3,B,low,small,google/gemma-3-4b-it,1,0.6732584996656938,0.6799425699494102,0.5300760542352995,0.3267415003343062,1.0,0.39344262295081966,0.0,0.5593295748035113,0.5103661942261237
7a0c2ad6-24fd-47f9-ae9f-de55f2ffa266,P-624C8AC269,1,6,F,1,1,T7,A,high,medium,google/gemma-4-31b-it,0,0.6893613230098378,0.7037958936257795,0.6404910435279211,0.31063867699016223,1.0,0.5555555555555556,0.08333333333333333,0.5961268530650572,0.5512520589611747
a3e89305-af73-490d-85cf-c9dae70e6373,P-624C8AC269,2,6,F,1,2,T7,B,high,medium,google/gemma-4-31b-it,0,0.7382262782617048,0.7601636973294345,0.6154258772730827,0.2617737217382951,1.0,0.46956521739130436,0.0,0.598940542746674,0.5543783808296376
c61b1459-2f72-445f-803a-4252f4a16867,P-624C8AC269,3,6,G,2,1,T1,C,low,medium,google/gemma-4-31b-it,1,0.6721220504153859,0.6976262601939115,0.6288237869739532,0.32787794958461414,1.0,0.4260869565217391,0.08333333333333333,0.5908355478084448,0.5453728308982722
23ded81d-9872-448f-9c47-c3b3523c6c48,P-624C8AC269,4,6,G,2,2,T1,B,low,medium,google/gemma-4-31b-it,1,0.6365604996681213,0.7100529724901373,0.6390154212713242,0.36343950033187866,1.0,0.5625,0.0,0.5834697287191044,0.5371885874656716
1201b00e-25bd-492d-9e34-2e0755776e70,P-624C8AC269,5,6,E,3,1,T7,A,high,medium,google/gemma-4-31b-it,1,0.7120846672491594,0.7089182463559237,0.6081923544406891,0.28791533275084064,1.0,0.38686131386861317,0.0,0.5846305868842385,0.5384784298713762
bc3b32b6-60dc-4234-ab08-88feb4393114,P-624C8AC269,6,6,E,3,2,T7,B,high,medium,google/gemma-4-31b-it,1,0.6734281019731001,0.7028552944009955,0.6530271917581558,0.32657189802689984,1.0,0.49523809523809526,0.08333333333333333,0.5968526407624736,0.5520584897360817
75c72f83-8ee2-4e12-b72a-93d7fc015866,P-624C8AC269,7,6,H,4,1,T1,B,low,medium,google/gemma-4-31b-it,0,0.7255600636655634,0.733623439615423,0.623815526564916,0.2744399363344366,1.0,0.39805825242718446,0.0,0.5940437996026242,0.5489375551140269
ef3a71bf-0564-4ad1-b72c-4056c22dc40c,P-624C8AC269,8,6,H,4,2,T1,C,low,medium,google/gemma-4-31b-it,0,0.6827155514196916,0.7118595350872386,0.5936404342452685,0.3172844485803084,1.0,0.4563106796116505,0.0,0.5793715490084705,0.5326350544538562
45be5808-a85e-489d-9d83-2fe68dd53b48,P-624C8AC269,9,6,D,5,1,T1,B,low,small,google/gemma-3-4b-it,0,0.6966876983642578,0.7121971195394342,0.6171946600079536,0.3033123016357422,1.0,0.75,0.08333333333333333,0.5938804590792367,0.5487560656435964
fc3d3057-a041-42e9-9d7f-2b8ab4cc4922,P-624C8AC269,10,6,D,5,2,T1,C,low,small,google/gemma-3-4b-it,0,0.7539466023445129,0.7430217537012967,0.5822243044773737,0.24605339765548706,1.0,0.4861111111111111,0.0,0.5904438718701854,0.5449376354113171
23cc4e14-f65c-4b43-a0d0-bd23fc9a915c,P-624C8AC269,11,6,A,6,1,T7,A,high,small,google/gemma-3-4b-it,1,0.6612529158592224,0.6808109662749551,0.5848727598786354,0.3387470841407776,1.0,0.6296296296296297,0.08333333333333333,0.5775953701499736,0.5306615223888597
4cf19d34-9862-43d1-bcdf-34ec9209199f,P-624C8AC269,12,6,A,6,2,T7,B,high,small,google/gemma-3-4b-it,1,0.6667494719678705,0.701039043339816,0.5636642177899679,0.33325052803212946,1.0,0.6415094339622641,0.08333333333333333,0.5779489327560771,0.5310543697289746
5ff5a65b-dbc0-4d6c-9ae1-3e4a034b475c,P-624C8AC269,13,6,C,7,1,T1,C,low,small,google/gemma-3-4b-it,1,0.659010724587874,0.7161479971625588,0.5938132206598917,0.34098927541212604,1.0,0.5689655172413793,0.16666666666666666,0.5945599826899443,0.5495110918777157
66a7d66d-d0ab-40d4-b080-eab02c6282ab,P-624C8AC269,14,6,C,7,2,T1,B,low,small,google/gemma-3-4b-it,1,0.6409302733161233,0.6775069074197249,0.544575147330761,0.3590697266838767,1.0,0.36363636363636365,0.08333333333333333,0.5668427716150428,0.518714190683381
1150f561-ab10-47ee-8f5f-9ec58724134e,P-624C8AC269,15,6,B,8,1,T7,A,high,small,google/gemma-3-4b-it,0,0.6704647811976346,0.7040653174573724,0.5664836789170901,0.3295352188023654,1.0,0.2676056338028169,0.16666666666666666,0.5878229440613227,0.5420254934014695
83595cf1-2e12-433b-9889-93c64e9fe0cf,P-624C8AC269,16,6,B,8,2,T7,B,high,small,google/gemma-3-4b-it,0,0.630519297989932,0.6620865951884877,0.5490536217888197,0.36948070201006805,1.0,0.2647058823529412,0.25,0.5802799731944548,0.5336444146605053
6e5fa9a4-cb5e-4892-b97c-6ddebc92f2f5,P-645F09EEB6,1,2,B,1,1,T4,A,high,small,google/gemma-3-4b-it,0,0.7120053930716082,0.7088295221328735,0.5392969051996866,0.2879946069283919,1.0,0.3620689655172414,0.16666666666666666,0.5874924914403397,0.5416583238225995
548d1e21-78b7-44d8-a349-ed05de0948a2,P-645F09EEB6,2,2,B,1,2,T4,B,high,small,google/gemma-3-4b-it,0,0.6237829381769354,0.6490263667973605,0.5460358907779058,0.37621706182306464,1.0,0.4177215189873418,0.16666666666666666,0.5680574119994135,0.5200637911104594
023b9e7c-a234-4ab9-924f-478ec106cece,P-645F09EEB6,3,2,C,2,1,T8,B,low,small,google/gemma-3-4b-it,1,0.7057751308787953,0.7236143458973278,0.5267413059870402,0.2942248691212047,1.0,0.4,0.3333333333333333,0.6039819767980864,0.559979974220096
1d97cfc6-f543-4d9d-9280-c7dbef402a04,P-645F09EEB6,4,2,C,2,2,T8,C,low,small,google/gemma-3-4b-it,1,0.6829421357675032,0.7115658033977855,0.5485627303520838,0.31705786423249677,1.0,0.4367816091954023,0.16666666666666666,0.5869865869933909,0.5410962077704343
2c7a151d-0d00-4565-9dbe-727b698d90c6,P-645F09EEB6,5,2,A,3,1,T4,B,high,small,google/gemma-3-4b-it,1,0.6416685581207275,0.6813503503799438,0.54946036140124,0.35833144187927246,1.0,0.3548387096774194,0.08333333333333333,0.5686623315016428,0.5207359238907143
b86643fd-606f-4148-95a0-ca6be25a24c6,P-645F09EEB6,6,2,A,3,2,T4,A,high,small,google/gemma-3-4b-it,1,0.688687492500652,0.6902517242865129,0.5123551165064176,0.311312507499348,1.0,0.4,0.16666666666666666,0.576056784075318,0.5289519823059089
45d376fe-01ee-4dd6-b017-bdb3bc8131f9,P-645F09EEB6,7,2,D,4,1,T8,C,low,small,google/gemma-3-4b-it,0,0.6640593788840554,0.6991796764460477,0.5824370682239532,0.3359406211159446,1.0,0.48148148148148145,0.08333333333333333,0.5810626201557391,0.5345140223952657
43e8331b-f6ef-4d26-af9b-c4d97b3f31b6,P-645F09EEB6,8,2,D,4,2,T8,B,low,small,google/gemma-3-4b-it,0,0.6084958260709589,0.664690066467632,0.576665535569191,0.3915041739290411,1.0,0.6527777777777778,0.08333333333333333,0.5674540363477938,0.5193933737197709
6175ac2e-de82-4319-9e2e-dd936f3fa7e2,P-645F09EEB6,9,2,H,5,1,T8,B,low,medium,google/gemma-4-31b-it,0,0.6875104362314398,0.7106011726639487,0.6586141884326935,0.31248956376856024,1.0,0.7083333333333334,0.08333333333333333,0.6009274491758058,0.5565860546397842
c7cd03a1-fb59-4493-8436-e01592992109,P-645F09EEB6,10,2,H,5,2,T8,C,low,medium,google/gemma-4-31b-it,0,0.696768197146329,0.7198411984877153,0.6522900412480036,0.30323180285367096,1.0,0.859375,0.16666666666666666,0.6107697343284434,0.5675219270316038
d66d2043-b814-42d6-a917-c9abe69fb72f,P-645F09EEB6,11,2,E,6,1,T4,A,high,medium,google/gemma-4-31b-it,1,0.6819711219180714,0.7149944793094288,0.6517987002929052,0.3180288780819286,1.0,0.8321678321678322,0.16666666666666666,0.6082224147789407,0.5646915719766008
5628afec-a6bb-4f09-bca4-f984be29a72a,P-645F09EEB6,12,2,E,6,2,T4,B,high,medium,google/gemma-4-31b-it,1,0.7365473508834839,0.7371491139585321,0.6016558408737183,0.2634526491165161,1.0,0.5921787709497207,0.08333333333333333,0.5997490593881318,0.5552767326534799
298fee82-c163-4f00-b23d-d248bcfd9829,P-645F09EEB6,13,2,G,7,1,T8,B,low,medium,google/gemma-4-31b-it,1,0.7228653864427046,0.7449989264661615,0.6803532590468725,0.27713461355729535,1.0,0.7375,0.0,0.6073569757468772,0.5637299730520858
e2f03c9c-d0bf-46b4-bf19-305b03ced3c1,P-645F09EEB6,14,2,G,7,2,T8,C,low,medium,google/gemma-4-31b-it,1,0.670399091460488,0.7025383060628717,0.6602728019158045,0.32960090853951196,1.0,0.9833333333333333,0.25,0.614602130741784,0.571780145268649
63ac8a11-3528-47af-82dc-2a685652b3eb,P-645F09EEB6,15,2,F,8,1,T4,A,high,medium,google/gemma-4-31b-it,0,0.7300133976069364,0.7696062326431274,0.6396030932664871,0.26998660239306366,1.0,0.8489208633093526,0.08333333333333333,0.6131765382759498,0.5701961536399441
39c957b2-5cb4-4ef5-b31f-bb4694122c52,P-645F09EEB6,16,2,F,8,2,T4,B,high,medium,google/gemma-4-31b-it,0,0.6726139241998846,0.7122017849575389,0.6404900227983793,0.3273860758001154,1.0,0.7,0.0,0.5877997539711721,0.5419997266346357
f84272e1-c0d3-499d-bf1d-f2f1da8d1e7f,P-6742519DE7,1,5,E,1,1,T5,A,high,medium,google/gemma-4-31b-it,1,0.6596720056100325,0.6958437020128424,0.5414849817752838,0.34032799438996747,1.0,0.47580645161290325,0.16666666666666666,0.5800996039852953,0.5334440044281057
45295ffb-ae04-409e-8d62-e6a64838f976,P-6742519DE7,2,5,E,1,2,T5,C,high,medium,google/gemma-4-31b-it,1,0.6255390535701405,0.66197500445626,0.562435525159041,0.3744609464298595,1.0,0.5887850467289719,0.3333333333333333,0.5907693446134076,0.5452992717926751
8d7ed40e-1979-45b8-80bd-302158779af9,P-6742519DE7,3,5,F,2,1,T5,A,high,medium,google/gemma-4-31b-it,0,0.6305410970341075,0.6710659590634432,0.5535287881890932,0.36945890296589246,1.0,0.4411764705882353,0.4166666666666667,0.5996397258205847,0.5551552509117608
179b7d88-6000-456b-a44a-7a207257f289,P-6742519DE7,4,5,F,2,2,T5,C,high,medium,google/gemma-4-31b-it,0,0.652980544350364,0.6856294599446383,0.6053055872519811,0.347019455649636,1.0,0.4247787610619469,0.3333333333333333,0.6068183972076936,0.5631315524529928
d79fb43d-180a-4814-ab3e-e7a52a2781e9,P-6742519DE7,5,5,D,3,1,T4,C,low,small,google/gemma-3-4b-it,0,0.6610397290099751,0.6864571029489691,0.6247820903857549,0.3389602709900249,1.0,0.5595238095238095,0.08333333333333333,0.5866851449012757,0.5407612721125286
635de3aa-ff33-4415-8ad9-9b1ae5317ea1,P-6742519DE7,6,5,D,3,2,T4,A,low,small,google/gemma-3-4b-it,0,0.6508240483023904,0.6597947098992087,0.5449241250753403,0.3491759516976096,1.0,0.3978494623655914,0.25,0.5810261718251489,0.5344735242501655
fd527194-41dc-4ee8-8d1b-2c28ea819241,P-6742519DE7,7,5,G,4,1,T4,A,low,medium,google/gemma-4-31b-it,1,0.6372890743342313,0.6972559798847545,0.6093822220961252,0.36271092566576874,1.0,0.4205607476635514,0.08333333333333333,0.5833898811629324,0.5370998679588138
ec43fe83-dbfd-4a6f-a7f7-d5e372bf5723,P-6742519DE7,8,5,G,4,2,T4,C,low,medium,google/gemma-4-31b-it,1,0.6980087486180392,0.7374099655584856,0.6745346784591675,0.30199125138196076,1.0,0.6086956521739131,0.08333333333333333,0.6105231369986678,0.5672479299985198
89a79690-e139-422c-9c42-31dfdf72c2e7,P-6742519DE7,9,5,C,5,1,T4,A,low,small,google/gemma-3-4b-it,1,0.687899497422305,0.6968654069033536,0.5322498256961504,0.312100502577695,1.0,0.7205882352941176,0.16666666666666666,0.5812796629287981,0.5347551810319977
bd14f0de-e6ca-4bc8-8290-60c1f0c2bb90,P-6742519DE7,10,5,C,5,2,T4,C,low,small,google/gemma-3-4b-it,1,0.6558097330006686,0.6864067749543623,0.5655430257320404,0.34419026699933136,1.0,0.4878048780487805,0.16666666666666666,0.5826376001040141,0.5362640001155712
3cc10850-f5c8-4d2e-9214-aa63265ae14f,P-6742519DE7,11,5,H,6,1,T4,A,low,medium,google/gemma-4-31b-it,0,0.6819036386229775,0.6984877586364746,0.6088937520980835,0.31809636137702246,1.0,0.4959349593495935,0.0,0.5796666660092094,0.5329629622324549
011493d9-44f8-4c3a-9d1c-e7a2e66bd0dc,P-6742519DE7,12,5,H,6,2,T4,C,low,medium,google/gemma-4-31b-it,0,0.7624696113846519,0.7905226674946871,0.7131471733252207,0.23753038861534811,1.0,0.2773109243697479,0.16666666666666666,0.6436475959691135,0.6040528844101261
fb911c90-395a-416c-935c-fec6213d9fe9,P-6742519DE7,13,5,B,7,1,T5,A,high,small,google/gemma-3-4b-it,0,0.5827036743814294,0.665188957344402,0.533282478650411,0.4172963256185705,1.0,0.41935483870967744,0.16666666666666666,0.5646313213037722,0.5162570236708579
10cd0746-d871-4865-a5c6-9dd9c3d27488,P-6742519DE7,14,5,B,7,2,T5,C,high,small,google/gemma-3-4b-it,0,0.6565258611332286,0.6518829193982211,0.5237320562203726,0.34347413886677136,1.0,0.5921052631578947,0.16666666666666666,0.5674422479037083,0.5193802754485647
8b7f1394-68dc-453f-8928-6bfefcc9fba6,P-6742519DE7,15,5,A,8,1,T5,C,high,small,google/gemma-3-4b-it,1,0.6770750446753069,0.6768369457938455,0.5908768773078918,0.3229249553246932,1.0,0.4925373134328358,0.25,0.5962502690878781,0.5513891878754201
d8659984-20ca-416a-b100-c5b96bd2b661,P-6742519DE7,16,5,A,8,2,T5,A,high,small,google/gemma-3-4b-it,1,0.6803550286726519,0.703846888108687,0.5454143012563387,0.3196449713273482,1.0,0.72,0.0,0.5678877407402704,0.5198752674891892
1c1dfe47-a9f4-4bc0-916f-ab2b4e820e03,P-6EEA879104,1,4,D,1,1,T7,C,low,small,google/gemma-3-4b-it,0,0.6284315640276129,0.654370519247922,0.5761714105804762,0.37156843597238715,1.0,0.43478260869565216,0.08333333333333333,0.5672848757017742,0.5192054174464159
f53bb37d-b7e4-4df5-8db4-c1783c8d2fa9,P-6EEA879104,2,4,D,1,2,T7,A,low,small,google/gemma-3-4b-it,0,0.6746518015861511,0.6858019828796387,0.5522361819942793,0.3253481984138489,1.0,0.5538461538461539,0.08333333333333333,0.5734061464667319,0.52600682940748
e117be13-b157-41fb-b968-3c10484b01e5,P-6EEA879104,3,4,E,2,1,T5,B,high,medium,google/gemma-4-31b-it,1,0.7138510942459106,0.7515110536055132,0.643260046839714,0.28614890575408936,1.0,0.34285714285714286,0.08333333333333333,0.6086726628469699,0.5651918476077443
d544f052-3d3c-4c08-b18d-3d34c66a7396,P-6EEA879104,4,4,E,2,2,T5,A,high,medium,google/gemma-4-31b-it,1,0.628043835813349,0.6608623428778215,0.5799622585376104,0.37195616418665106,1.0,0.2882882882882883,0.08333333333333333,0.5693026371977546,0.5214473746641718
6d33b230-fce9-446a-9814-8cb48036a12b,P-6EEA879104,5,4,C,3,1,T7,A,low,small,google/gemma-3-4b-it,1,0.6258420293981378,0.6577369245615873,0.5396891708175341,0.3741579706018621,1.0,0.8441558441558441,0.16666666666666666,0.5687360886823047,0.5208178763136719
badaf59c-2287-47ab-8211-e451afbfb7a7,P-6EEA879104,6,4,C,3,2,T7,C,low,small,google/gemma-3-4b-it,1,0.6268794265660372,0.6638109196316112,0.5529910499850909,0.3731205734339627,1.0,0.6486486486486487,0.16666666666666666,0.5727150032466108,0.5252388924962342
88f8e62a-6872-41d4-a22d-a619d3607f32,P-6EEA879104,7,4,F,4,1,T5,B,high,medium,google/gemma-4-31b-it,0,0.6455169211734425,0.6977052255110308,0.6202605366706848,0.3544830788265575,1.0,0.4205607476635514,0.0,0.5781448445536873,0.531272049504097
e8341ab7-80d2-4461-8308-4abcb194036e,P-6EEA879104,8,4,F,4,2,T5,A,high,medium,google/gemma-4-31b-it,0,0.6345711350440979,0.6899301734837618,0.5770885919531187,0.3654288649559021,1.0,0.21311475409836064,0.0,0.5668608665917859,0.5187342962130955
5768890d-78a3-4436-8c60-7287a724ad53,P-6EEA879104,9,4,B,5,1,T5,A,high,small,google/gemma-3-4b-it,0,0.6920992840420116,0.6892872181805697,0.5091150949398676,0.3079007159579884,1.0,0.6451612903225806,0.08333333333333333,0.5672237243616219,0.5191374715129132
64e9aca2-7ae8-417a-8ee8-fda83983a384,P-6EEA879104,10,4,B,5,2,T5,B,high,small,google/gemma-3-4b-it,0,0.7076762426983226,0.7359712557359175,0.5390642310182253,0.29232375730167737,1.0,0.8888888888888888,0.16666666666666666,0.5924413882873275,0.5471570980970305
92b9933e-1a47-46e9-84d4-3a940255b0c8,P-6EEA879104,11,4,G,6,1,T7,A,low,medium,google/gemma-4-31b-it,1,0.687667044726285,0.7086797573349692,0.6889825512965521,0.3123329552737149,1.0,0.6842105263157895,0.08333333333333333,0.6066324995322661,0.5629249994802956
b2ae2521-515f-40df-84c5-906dfbc8b7d4,P-6EEA879104,12,4,G,6,2,T7,C,low,medium,google/gemma-4-31b-it,1,0.6667644706639376,0.6956777193329551,0.62007008989652,0.3332355293360623,1.0,0.5977011494252874,0.08333333333333333,0.588159342245622,0.5423992691618024
47881212-e511-4ba4-8816-9d6862b0dcf4,P-6EEA879104,13,4,A,7,1,T5,B,high,small,google/gemma-3-4b-it,1,0.6723135872320696,0.6961894414641641,0.5384927714864413,0.3276864127679305,1.0,0.7575757575757576,0.16666666666666666,0.5808344679799947,0.5342605199777719
8d654587-d3cd-437e-abab-56944c16c4c4,P-6EEA879104,14,4,A,7,2,T5,A,high,small,google/gemma-3-4b-it,1,0.6656975041736256,0.6939912600950762,0.5665676395098368,0.3343024958263744,1.0,1.0,0.08333333333333333,0.5770148636716784,0.5300165151907539
fb24b6f1-0a82-42ae-803c-a01d61442a0d,P-6EEA879104,15,4,H,8,1,T7,C,low,medium,google/gemma-4-31b-it,0,0.6760112534869801,0.7023317542943087,0.6946510821580887,0.3239887465130199,1.0,0.776,0.0,0.5969976926391775,0.5522196584879749
2486b744-deae-4126-b147-c3ddf183947e,P-6EEA879104,16,4,H,8,2,T7,A,low,medium,google/gemma-4-31b-it,0,0.7012662833387201,0.7342855551026084,0.6330768366654714,0.29873371666127985,1.0,0.5571428571428572,0.16666666666666666,0.6102657733541547,0.5669619703935052
aa443e7b-b952-4b51-b299-de5c6964cdd7,P-9E130A1DDC,1,1,A,1,1,T8,B,high,small,google/gemma-3-4b-it,1,0.7255795110355724,0.7328782894394614,0.6265309850374857,0.2744204889644276,1.0,0.9743589743589743,0.08333333333333333,0.6027731393322799,0.558636821480311
3b73e446-a1f5-41f2-9f6e-7112d5349026,P-9E130A1DDC,2,1,A,1,2,T8,A,high,small,google/gemma-3-4b-it,1,0.6705142964016307,0.6983619007197294,0.6058579037586848,0.32948570359836926,1.0,0.979381443298969,0.08333333333333333,0.5862287238691792,0.5402541376324214
cad8e2a7-6630-4987-958f-bdd8a51a33a0,P-9E130A1DDC,3,1,B,2,1,T8,B,high,small,google/gemma-3-4b-it,0,0.6144096688790754,0.692147818478671,0.5889399399360021,0.3855903311209245,1.0,0.6376811594202898,0.16666666666666666,0.5843251852375089,0.5381390947083431
9fd4f677-7df2-4e43-bfbf-1ada6c4f300d,P-9E130A1DDC,4,1,B,2,2,T8,A,high,small,google/gemma-3-4b-it,0,0.5669221823865717,0.6121176210316744,0.599743997057279,0.4330778176134283,1.0,0.8571428571428571,0.16666666666666666,0.5657312085231146,0.5174791205812383
5999d57b-b8f2-4207-ac20-95a438600e07,P-9E130A1DDC,5,1,H,3,1,T6,B,low,medium,google/gemma-4-31b-it,0,0.6492914340712808,0.6661087382923473,0.6241685350735983,0.35070856592871924,1.0,0.6634615384615384,0.16666666666666666,0.5896512647469839,0.544056960829982
e0726d16-9aa8-4fea-a20a-e2bb63fd6ad6,P-9E130A1DDC,6,1,H,3,2,T6,D,low,medium,google/gemma-4-31b-it,0,0.6482205336744135,0.6700430783358488,0.598612184325854,0.3517794663255865,1.0,0.7029702970297029,0.08333333333333333,0.5768864392331152,0.5298738213701281
86fe833a-c9f5-4376-a7a9-8e8fef57f021,P-9E130A1DDC,7,1,C,4,1,T6,D,low,small,google/gemma-3-4b-it,1,0.6070448376915671,0.6584398583932356,0.5588204910357794,0.39295516230843286,1.0,0.7011494252873564,0.25,0.5791565536549598,0.532396170727733
b90c800c-6174-4531-b1c8-f0875433e020,P-9E130A1DDC,8,1,C,4,2,T6,B,low,small,google/gemma-3-4b-it,1,0.6693859425458041,0.7222506566481157,0.5584159071246783,0.33061405745419586,1.0,0.9444444444444444,0.16666666666666666,0.589738573675806,0.5441539707508954
88ab6684-164c-4d94-bded-86e4cd6812cb,P-9E130A1DDC,9,1,G,5,1,T6,B,low,medium,google/gemma-4-31b-it,1,0.6025854999368842,0.6583834236318414,0.6079768041769663,0.3974145000631159,1.0,0.7523809523809524,0.08333333333333333,0.5718639288887832,0.5242932543208704
5bd2213a-fd86-4cb5-82ab-40c4196e0402,P-9E130A1DDC,10,1,G,5,2,T6,D,low,medium,google/gemma-4-31b-it,1,0.6688918471336365,0.6906679489395835,0.6189639791846275,0.3311081528663635,1.0,0.7802197802197802,0.08333333333333333,0.5871489036715392,0.5412765596350435
5f83373e-246f-4864-a894-198699c4c38c,P-9E130A1DDC,11,1,D,6,1,T6,D,low,small,google/gemma-3-4b-it,0,0.6319462982091036,0.6640231880274686,0.5425681347648302,0.3680537017908963,1.0,0.6792452830188679,0.3333333333333333,0.5878462277127035,0.542051364125226
eb7f8f67-fd6c-4e38-933b-cb88e148b317,P-9E130A1DDC,12,1,D,6,2,T6,B,low,small,google/gemma-3-4b-it,0,0.5980096676132896,0.6260316317731683,0.5691996663808823,0.40199033238671045,1.0,0.7377049180327869,0.08333333333333333,0.5571805597254723,0.5079783996949693
8654aea2-43d8-4211-bd6c-422cb5e198a2,P-9E130A1DDC,13,1,F,7,1,T8,B,high,medium,google/gemma-4-31b-it,0,0.7099414792927828,0.7332658063281666,0.6529258489608765,0.2900585207072171,1.0,0.7565217391304347,0.08333333333333333,0.6065658123204202,0.5628509025782447
085292d0-6ff1-4e45-abc2-73848e9ac309,P-9E130A1DDC,14,1,F,7,2,T8,A,high,medium,google/gemma-4-31b-it,0,0.7348408211361278,0.7411931428042325,0.6261109014352163,0.2651591788638722,1.0,0.5076923076923077,0.08333333333333333,0.6052782242948359,0.5614202492164844
c3c174a5-c57f-41cf-b4dc-cfe74bbf46d6,P-9E130A1DDC,15,1,E,8,1,T8,B,high,medium,google/gemma-4-31b-it,1,0.6931553103707053,0.7055387605320323,0.6621674050887426,0.3068446896292947,1.0,0.6636363636363637,0.16666666666666666,0.6095234308278922,0.5661371453643247
ab39476a-eb7f-4804-8ba4-08e2e2db9ce0,P-9E130A1DDC,16,1,E,8,2,T8,A,high,medium,google/gemma-4-31b-it,1,0.6701323227448897,0.7064658945257013,0.5930992861588796,0.3298676772551103,1.0,0.6754385964912281,0.0,0.5769262684114052,0.5299180760126724
8c830d5e-ea3a-4689-9be8-2867b79c2d97,P-A4880A1CE2,1,4,D,1,1,T5,D,low,small,google/gemma-3-4b-it,0,0.6159680810841647,0.6487306681546298,0.5244908904035886,0.38403191891583527,1.0,0.9880952380952381,0.16666666666666666,0.5629077864867268,0.514341984985252
7aff83ed-f231-4b3a-9f9b-dea28fc80b0e,P-A4880A1CE2,2,4,D,1,2,T5,C,low,small,google/gemma-3-4b-it,0,0.6694901477206837,0.6893722740086642,0.6051476672291756,0.3305098522793163,1.0,0.7125,0.16666666666666666,0.5925196696863031,0.5472440774292255
643dae54-1712-43cc-928e-7ececa76c478,P-A4880A1CE2,3,4,E,2,1,T1,D,high,medium,google/gemma-4-31b-it,1,0.6790986873886802,0.7244621027599681,0.6626031622290611,0.3209013126113198,1.0,0.8557692307692307,0.0,0.5953229217366739,0.5503588019296377
f6822d4b-3078-419a-8207-825c438220ba,P-A4880A1CE2,4,4,E,2,2,T1,A,high,medium,google/gemma-4-31b-it,1,0.6890414790673689,0.7185216546058655,0.6297930081685384,0.31095852093263104,1.0,0.7394957983193278,0.08333333333333333,0.596900413794951,0.5521115708832789
8c84510c-7c73-4fdc-b687-d9652ed6a3c1,P-A4880A1CE2,5,4,C,3,1,T5,C,low,small,google/gemma-3-4b-it,1,0.6638611446727406,0.7219237576831471,0.5238304187854131,0.3361388553272594,1.0,0.9482758620689655,0.08333333333333333,0.5738702830943194,0.526522536771466
2333975e-a10a-4574-b308-dd73c64fa9be,P-A4880A1CE2,6,4,C,3,2,T5,D,low,small,google/gemma-3-4b-it,1,0.7088154879483309,0.7552034475586631,0.5584634070595106,0.291184512051669,1.0,0.8360655737704918,0.08333333333333333,0.5919482530518012,0.5466091700575569
d892663d-ecbb-46b8-85a2-1304b03343c6,P-A4880A1CE2,7,4,F,4,1,T1,D,high,medium,google/gemma-4-31b-it,0,0.6489417119459673,0.6917267658493735,0.5898120080431303,0.3510582880540328,1.0,0.5321100917431193,0.0,0.5712019259730975,0.5235576955256639
5ffa90f1-a64b-4731-b1c6-4ebaad54559f,P-A4880A1CE2,8,4,F,4,2,T1,A,high,medium,google/gemma-4-31b-it,0,0.6624974445863203,0.6743153171105818,0.6031743337710699,0.33750255541367963,1.0,0.7032967032967034,0.0,0.5717476746349625,0.524164082927736
eac04792-d7d7-4dff-b737-bf5df42f6123,P-A4880A1CE2,9,4,B,5,1,T1,A,high,small,google/gemma-3-4b-it,0,0.6947765838016163,0.7175862843340094,0.569479281703631,0.30522341619838367,1.0,0.5633802816901409,0.08333333333333333,0.585224104921023,0.5391378943566922
5f0fa3b3-db30-4759-9eb3-d1961af3f2b1,P-A4880A1CE2,10,4,B,5,2,T1,D,high,small,google/gemma-3-4b-it,0,0.6280425407669761,0.6619337201118469,0.6011489058534304,0.3719574592330239,1.0,0.5256410256410257,0.16666666666666666,0.5820874459364198,0.5356527177071331
384534aa-02c3-4f7d-b40c-c6c327ea5936,P-A4880A1CE2,11,4,G,6,1,T5,D,low,medium,google/gemma-4-31b-it,1,0.6390610933303833,0.6840920502489264,0.6659214794635773,0.3609389066696167,1.0,0.4444444444444444,0.0,0.5839088152755391,0.5376764614172657
5a3b2b6e-2e4b-4d94-82a0-b31c7611dfb5,P-A4880A1CE2,12,4,G,6,2,T5,C,low,medium,google/gemma-4-31b-it,1,0.6687561002644625,0.6956603093580767,0.6120075285434723,0.3312438997355374,1.0,0.37168141592920356,0.0,0.578409177606756,0.5315657528963956
7d6db4a4-3c83-4f79-98cb-cbe5a6a19a44,P-A4880A1CE2,13,4,A,7,1,T1,A,high,small,google/gemma-3-4b-it,1,0.6541851217096503,0.6731108806350015,0.6032501806815466,0.3458148782903498,1.0,0.5079365079365079,0.16666666666666666,0.5873573911009414,0.5415082123343793
