questionnaire_id,participant_id,condition_code,condition_order,answers_json,submitted_at
0618fbf2-2e23-4916-9068-f924e22a2f5c,P-4CD2E82E33,D,7,"{""engagement"": 5, ""naturalness"": 4, ""responsiveness"": 3, ""coherence"": 3, ""topic_consistency"": 4, ""willingness_continue"": 5, ""overall_satisfaction"": 5, ""emotions"": [""Comfortable"", ""Bored""], ""comments"": """", ""submitted_at"": ""2026-09-16T10:54:59"", ""condition_code"": ""D"", ""condition_order"": 7, ""latin_square_sequence"": 7, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": false}",2026-09-16T10:54:59
ee74464c-78dc-43cc-99f7-dbe12df44e89,P-4CD2E82E33,C,8,"{""engagement"": 5, ""naturalness"": 4, ""responsiveness"": 3, ""coherence"": 3, ""topic_consistency"": 3, ""willingness_continue"": 5, ""overall_satisfaction"": 4, ""emotions"": [], ""comments"": """", ""submitted_at"": ""2026-09-16T11:02:31"", ""condition_code"": ""C"", ""condition_order"": 8, ""latin_square_sequence"": 7, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": true}",2026-09-16T11:02:31
dd852c14-d08a-4d88-ba1b-c6502e6d5bb5,P-624C8AC269,F,1,"{""engagement"": 4, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 5, ""topic_consistency"": 5, ""willingness_continue"": 4, ""overall_satisfaction"": 5, ""emotions"": [""Interested"", ""Engaged""], ""comments"": """", ""submitted_at"": ""2026-09-18T09:49:54"", ""condition_code"": ""F"", ""condition_order"": 1, ""latin_square_sequence"": 6, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": false}",2026-09-18T09:49:54
d89dbd72-a7dd-4c6c-bb46-8e4b5001282f,P-624C8AC269,G,2,"{""engagement"": 5, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 4, ""topic_consistency"": 5, ""willingness_continue"": 3, ""overall_satisfaction"": 3, ""emotions"": [""Curious""], ""comments"": """", ""submitted_at"": ""2026-09-18T09:58:03"", ""condition_code"": ""G"", ""condition_order"": 2, ""latin_square_sequence"": 6, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": true}",2026-09-18T09:58:03
30d5789e-83a4-4199-89de-c4c43af87535,P-624C8AC269,E,3,"{""engagement"": 5, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 5, ""topic_consistency"": 5, ""willingness_continue"": 5, ""overall_satisfaction"": 4, ""emotions"": [""Engaged""], ""comments"": """", ""submitted_at"": ""2026-09-18T10:08:48"", ""condition_code"": ""E"", ""condition_order"": 3, ""latin_square_sequence"": 6, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": true}",2026-09-18T10:08:48
d70d268e-d2f3-4ef1-b6ea-1a34a0b6f2ba,P-624C8AC269,H,4,"{""engagement"": 3, ""naturalness"": 4, ""responsiveness"": 3, ""coherence"": 4, ""topic_consistency"": 5, ""willingness_continue"": 4, ""overall_satisfaction"": 4, ""emotions"": [""Curious""], ""comments"": """", ""submitted_at"": ""2026-09-18T10:16:47"", ""condition_code"": ""H"", ""condition_order"": 4, ""latin_square_sequence"": 6, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": false}",2026-09-18T10:16:47
2165338d-c164-4c07-8899-3e7726c91688,P-624C8AC269,D,5,"{""engagement"": 4, ""naturalness"": 4, ""responsiveness"": 3, ""coherence"": 3, ""topic_consistency"": 3, ""willingness_continue"": 4, ""overall_satisfaction"": 4, ""emotions"": [""Interested""], ""comments"": """", ""submitted_at"": ""2026-09-18T14:26:21"", ""condition_code"": ""D"", ""condition_order"": 5, ""latin_square_sequence"": 6, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": false}",2026-09-18T14:26:21
6a236757-62c4-46a0-a0c6-0c6affc4fc35,P-624C8AC269,A,6,"{""engagement"": 2, ""naturalness"": 3, ""responsiveness"": 4, ""coherence"": 2, ""topic_consistency"": 4, ""willingness_continue"": 3, ""overall_satisfaction"": 4, ""emotions"": [""Confused"", ""Bored""], ""comments"": """", ""submitted_at"": ""2026-09-18T14:32:40"", ""condition_code"": ""A"", ""condition_order"": 6, ""latin_square_sequence"": 6, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": true}",2026-09-18T14:32:40
bc582388-5b08-404e-a5f9-6b8a9dc89ba5,P-624C8AC269,C,7,"{""engagement"": 2, ""naturalness"": 2, ""responsiveness"": 2, ""coherence"": 3, ""topic_consistency"": 2, ""willingness_continue"": 2, ""overall_satisfaction"": 3, ""emotions"": [""Confused"", ""Bored""], ""comments"": """", ""submitted_at"": ""2026-09-18T14:38:19"", ""condition_code"": ""C"", ""condition_order"": 7, ""latin_square_sequence"": 6, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": true}",2026-09-18T14:38:19
59c5141f-f926-4261-a1a5-0df619fb8093,P-624C8AC269,B,8,"{""engagement"": 1, ""naturalness"": 2, ""responsiveness"": 4, ""coherence"": 3, ""topic_consistency"": 1, ""willingness_continue"": 1, ""overall_satisfaction"": 2, ""emotions"": [""Confused"", ""Bored""], ""comments"": """", ""submitted_at"": ""2026-09-18T14:43:11"", ""condition_code"": ""B"", ""condition_order"": 8, ""latin_square_sequence"": 6, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": false}",2026-09-18T14:43:11
a5437b85-b124-4bf3-b030-4fb2e56ddb82,P-645F09EEB6,B,1,"{""engagement"": 3, ""naturalness"": 2, ""responsiveness"": 4, ""coherence"": 3, ""topic_consistency"": 4, ""willingness_continue"": 2, ""overall_satisfaction"": 3, ""emotions"": [""Curious"", ""Bored""], ""comments"": """", ""submitted_at"": ""2026-09-20T08:54:21"", ""condition_code"": ""B"", ""condition_order"": 1, ""latin_square_sequence"": 2, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": false}",2026-09-20T08:54:21
f0d8fce1-ddbf-485d-a347-fe5348f742c4,P-645F09EEB6,C,2,"{""engagement"": 3, ""naturalness"": 3, ""responsiveness"": 4, ""coherence"": 4, ""topic_consistency"": 3, ""willingness_continue"": 3, ""overall_satisfaction"": 3, ""emotions"": [""Neutral""], ""comments"": """", ""submitted_at"": ""2026-09-20T09:00:26"", ""condition_code"": ""C"", ""condition_order"": 2, ""latin_square_sequence"": 2, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": true}",2026-09-20T09:00:26
6e2e1ec1-6e20-4380-88ca-0e87063d16ee,P-645F09EEB6,A,3,"{""engagement"": 2, ""naturalness"": 3, ""responsiveness"": 3, ""coherence"": 3, ""topic_consistency"": 2, ""willingness_continue"": 2, ""overall_satisfaction"": 3, ""emotions"": [""Confused"", ""Bored""], ""comments"": """", ""submitted_at"": ""2026-09-20T09:05:43"", ""condition_code"": ""A"", ""condition_order"": 3, ""latin_square_sequence"": 2, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": true}",2026-09-20T09:05:43
c5200267-a812-4b63-9284-ed124a701afb,P-645F09EEB6,D,4,"{""engagement"": 2, ""naturalness"": 2, ""responsiveness"": 2, ""coherence"": 2, ""topic_consistency"": 1, ""willingness_continue"": 2, ""overall_satisfaction"": 3, ""emotions"": [""Confused"", ""Bored""], ""comments"": """", ""submitted_at"": ""2026-09-20T09:10:44"", ""condition_code"": ""D"", ""condition_order"": 4, ""latin_square_sequence"": 2, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": false}",2026-09-20T09:10:44
2f8a2c56-2044-4d02-ab5b-81d02305a1a7,P-645F09EEB6,H,5,"{""engagement"": 4, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 4, ""topic_consistency"": 4, ""willingness_continue"": 4, ""overall_satisfaction"": 4, ""emotions"": [""Interested"", ""Engaged""], ""comments"": """", ""submitted_at"": ""2026-09-20T09:21:22"", ""condition_code"": ""H"", ""condition_order"": 5, ""latin_square_sequence"": 2, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": false}",2026-09-20T09:21:22
7f486bad-467c-48ec-bd8b-736b1d391ed3,P-645F09EEB6,E,6,"{""engagement"": 4, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 5, ""topic_consistency"": 5, ""willingness_continue"": 5, ""overall_satisfaction"": 5, ""emotions"": [""Interested"", ""Engaged""], ""comments"": """", ""submitted_at"": ""2026-09-20T09:31:41"", ""condition_code"": ""E"", ""condition_order"": 6, ""latin_square_sequence"": 2, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": true}",2026-09-20T09:31:41
71a6d111-35b5-4946-828a-5009c04e774d,P-645F09EEB6,G,7,"{""engagement"": 5, ""naturalness"": 5, ""responsiveness"": 5, ""coherence"": 5, ""topic_consistency"": 5, ""willingness_continue"": 5, ""overall_satisfaction"": 5, ""emotions"": [""Interested"", ""Comfortable""], ""comments"": """", ""submitted_at"": ""2026-09-20T09:42:00"", ""condition_code"": ""G"", ""condition_order"": 7, ""latin_square_sequence"": 2, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": true}",2026-09-20T09:42:00
cb6faf90-f3dd-4255-a8f4-0861d48719f9,P-645F09EEB6,F,8,"{""engagement"": 4, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 4, ""topic_consistency"": 5, ""willingness_continue"": 5, ""overall_satisfaction"": 5, ""emotions"": [""Interested"", ""Engaged""], ""comments"": """", ""submitted_at"": ""2026-09-20T09:51:43"", ""condition_code"": ""F"", ""condition_order"": 8, ""latin_square_sequence"": 2, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": false}",2026-09-20T09:51:43
124de899-93a6-44df-a38b-cc0a7f2081bc,P-6742519DE7,E,1,"{""engagement"": 5, ""naturalness"": 5, ""responsiveness"": 5, ""coherence"": 4, ""topic_consistency"": 4, ""willingness_continue"": 4, ""overall_satisfaction"": 5, ""emotions"": [""Interested"", ""Engaged""], ""comments"": """", ""submitted_at"": ""2026-09-15T16:52:12"", ""condition_code"": ""E"", ""condition_order"": 1, ""latin_square_sequence"": 5, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": true}",2026-09-15T16:52:12
9cb32f9d-8a8a-42a3-a8dc-87c611a7dfbc,P-6742519DE7,F,2,"{""engagement"": 5, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 4, ""topic_consistency"": 4, ""willingness_continue"": 4, ""overall_satisfaction"": 4, ""emotions"": [""Comfortable""], ""comments"": """", ""submitted_at"": ""2026-09-15T16:59:09"", ""condition_code"": ""F"", ""condition_order"": 2, ""latin_square_sequence"": 5, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": false}",2026-09-15T16:59:09
76fbc531-0b95-4091-8391-7c6cf4b1bb8c,P-6742519DE7,D,3,"{""engagement"": 4, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 5, ""topic_consistency"": 5, ""willingness_continue"": 5, ""overall_satisfaction"": 5, ""emotions"": [""Engaged"", ""Comfortable""], ""comments"": """", ""submitted_at"": ""2026-09-15T17:05:36"", ""condition_code"": ""D"", ""condition_order"": 3, ""latin_square_sequence"": 5, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": false}",2026-09-15T17:05:36
a0ffdcf1-aeb9-4ace-b7ae-0a2d50e55ed2,P-6742519DE7,G,4,"{""engagement"": 5, ""naturalness"": 5, ""responsiveness"": 5, ""coherence"": 5, ""topic_consistency"": 5, ""willingness_continue"": 5, ""overall_satisfaction"": 5, ""emotions"": [""Neutral""], ""comments"": """", ""submitted_at"": ""2026-09-15T17:10:45"", ""condition_code"": ""G"", ""condition_order"": 4, ""latin_square_sequence"": 5, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": true}",2026-09-15T17:10:45
23397f83-fc2b-4b78-90da-8dab5a77d2f7,P-6742519DE7,C,5,"{""engagement"": 5, ""naturalness"": 5, ""responsiveness"": 5, ""coherence"": 5, ""topic_consistency"": 5, ""willingness_continue"": 5, ""overall_satisfaction"": 5, ""emotions"": [""Engaged""], ""comments"": """", ""submitted_at"": ""2026-09-15T17:16:18"", ""condition_code"": ""C"", ""condition_order"": 5, ""latin_square_sequence"": 5, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": true}",2026-09-15T17:16:18
b2badcd3-6c76-45cc-b6d3-9ea02178721c,P-6742519DE7,H,6,"{""engagement"": 5, ""naturalness"": 5, ""responsiveness"": 5, ""coherence"": 5, ""topic_consistency"": 5, ""willingness_continue"": 5, ""overall_satisfaction"": 4, ""emotions"": [""Engaged""], ""comments"": """", ""submitted_at"": ""2026-09-15T17:21:59"", ""condition_code"": ""H"", ""condition_order"": 6, ""latin_square_sequence"": 5, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": false}",2026-09-15T17:21:59
f6c03e4a-7931-4869-9c09-8c4e2e495198,P-6742519DE7,B,7,"{""engagement"": 3, ""naturalness"": 4, ""responsiveness"": 5, ""coherence"": 5, ""topic_consistency"": 3, ""willingness_continue"": 5, ""overall_satisfaction"": 4, ""emotions"": [""Engaged"", ""Comfortable""], ""comments"": """", ""submitted_at"": ""2026-09-15T18:06:45"", ""condition_code"": ""B"", ""condition_order"": 7, ""latin_square_sequence"": 5, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": false}",2026-09-15T18:06:45
b6dac73a-2022-4d53-9950-f3df0564bd47,P-6742519DE7,A,8,"{""engagement"": 5, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 5, ""topic_consistency"": 4, ""willingness_continue"": 5, ""overall_satisfaction"": 4, ""emotions"": [""Engaged"", ""Curious"", ""Comfortable""], ""comments"": """", ""submitted_at"": ""2026-09-15T18:13:52"", ""condition_code"": ""A"", ""condition_order"": 8, ""latin_square_sequence"": 5, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": true}",2026-09-15T18:13:52
7175e936-35e5-4ee0-aa22-51f3de4ce15c,P-6EEA879104,D,1,"{""engagement"": 4, ""naturalness"": 3, ""responsiveness"": 4, ""coherence"": 4, ""topic_consistency"": 2, ""willingness_continue"": 3, ""overall_satisfaction"": 4, ""emotions"": [""Comfortable""], ""comments"": """", ""submitted_at"": ""2026-09-15T10:10:39"", ""condition_code"": ""D"", ""condition_order"": 1, ""latin_square_sequence"": 4, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": false}",2026-09-15T10:10:39
48c1fa15-a733-4c97-bb00-aba78135c957,P-6EEA879104,E,2,"{""engagement"": 3, ""naturalness"": 4, ""responsiveness"": 3, ""coherence"": 3, ""topic_consistency"": 5, ""willingness_continue"": 4, ""overall_satisfaction"": 3, ""emotions"": [""Comfortable"", ""Confused""], ""comments"": """", ""submitted_at"": ""2026-09-15T10:17:40"", ""condition_code"": ""E"", ""condition_order"": 2, ""latin_square_sequence"": 4, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": true}",2026-09-15T10:17:40
0a627625-cee4-4bef-b98a-b71568c8fadb,P-6EEA879104,C,3,"{""engagement"": 5, ""naturalness"": 5, ""responsiveness"": 5, ""coherence"": 4, ""topic_consistency"": 5, ""willingness_continue"": 2, ""overall_satisfaction"": 5, ""emotions"": [""Interested""], ""comments"": """", ""submitted_at"": ""2026-09-15T10:25:25"", ""condition_code"": ""C"", ""condition_order"": 3, ""latin_square_sequence"": 4, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": true}",2026-09-15T10:25:25
b2fa76d9-f282-4eeb-bd75-9a27cd0a0f06,P-6EEA879104,F,4,"{""engagement"": 4, ""naturalness"": 3, ""responsiveness"": 2, ""coherence"": 3, ""topic_consistency"": 5, ""willingness_continue"": 4, ""overall_satisfaction"": 3, ""emotions"": [""Comfortable""], ""comments"": """", ""submitted_at"": ""2026-09-15T10:32:06"", ""condition_code"": ""F"", ""condition_order"": 4, ""latin_square_sequence"": 4, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": false}",2026-09-15T10:32:06
d4951c2d-fe4f-4794-b02d-0f2943cac82e,P-6EEA879104,B,5,"{""engagement"": 4, ""naturalness"": 4, ""responsiveness"": 3, ""coherence"": 3, ""topic_consistency"": 3, ""willingness_continue"": 4, ""overall_satisfaction"": 3, ""emotions"": [""Interested"", ""Engaged"", ""Neutral""], ""comments"": """", ""submitted_at"": ""2026-09-15T10:39:49"", ""condition_code"": ""B"", ""condition_order"": 5, ""latin_square_sequence"": 4, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": false}",2026-09-15T10:39:49
745742c4-a049-43fc-a82b-9c0ba1a4fd0e,P-6EEA879104,G,6,"{""engagement"": 4, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 4, ""topic_consistency"": 4, ""willingness_continue"": 4, ""overall_satisfaction"": 4, ""emotions"": [""Interested"", ""Engaged"", ""Comfortable""], ""comments"": """", ""submitted_at"": ""2026-09-15T10:45:24"", ""condition_code"": ""G"", ""condition_order"": 6, ""latin_square_sequence"": 4, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": true}",2026-09-15T10:45:24
ac63c39b-bf87-456a-892f-aa5568e6791c,P-6EEA879104,A,7,"{""engagement"": 3, ""naturalness"": 3, ""responsiveness"": 4, ""coherence"": 3, ""topic_consistency"": 5, ""willingness_continue"": 5, ""overall_satisfaction"": 4, ""emotions"": [""Interested"", ""Engaged"", ""Curious"", ""Confused""], ""comments"": """", ""submitted_at"": ""2026-09-15T10:50:34"", ""condition_code"": ""A"", ""condition_order"": 7, ""latin_square_sequence"": 4, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": true}",2026-09-15T10:50:34
1d862d0c-7b6e-489e-8b1e-86d0660bdd23,P-6EEA879104,H,8,"{""engagement"": 4, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 4, ""topic_consistency"": 4, ""willingness_continue"": 4, ""overall_satisfaction"": 5, ""emotions"": [""Interested"", ""Comfortable""], ""comments"": """", ""submitted_at"": ""2026-09-15T10:56:43"", ""condition_code"": ""H"", ""condition_order"": 8, ""latin_square_sequence"": 4, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": false}",2026-09-15T10:56:43
cae37ce6-7782-466e-915e-5102bea99374,P-9E130A1DDC,A,1,"{""engagement"": 4, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 4, ""topic_consistency"": 5, ""willingness_continue"": 5, ""overall_satisfaction"": 4, ""emotions"": [""Interested"", ""Engaged"", ""Curious"", ""Comfortable""], ""comments"": """", ""submitted_at"": ""2026-09-15T11:05:34"", ""condition_code"": ""A"", ""condition_order"": 1, ""latin_square_sequence"": 1, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": true}",2026-09-15T11:05:34
a1394928-6784-4fdd-8bd4-f5318d47f484,P-9E130A1DDC,B,2,"{""engagement"": 4, ""naturalness"": 2, ""responsiveness"": 3, ""coherence"": 4, ""topic_consistency"": 2, ""willingness_continue"": 3, ""overall_satisfaction"": 3, ""emotions"": [""Curious"", ""Confused""], ""comments"": """", ""submitted_at"": ""2026-09-15T12:15:55"", ""condition_code"": ""B"", ""condition_order"": 2, ""latin_square_sequence"": 1, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": false}",2026-09-15T12:15:55
ba8fc33c-f60f-4509-93f4-2c01c04d480e,P-9E130A1DDC,H,3,"{""engagement"": 3, ""naturalness"": 3, ""responsiveness"": 3, ""coherence"": 3, ""topic_consistency"": 4, ""willingness_continue"": 4, ""overall_satisfaction"": 4, ""emotions"": [""Interested"", ""Engaged"", ""Curious""], ""comments"": """", ""submitted_at"": ""2026-09-15T12:20:42"", ""condition_code"": ""H"", ""condition_order"": 3, ""latin_square_sequence"": 1, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": false}",2026-09-15T12:20:42
0deb20b3-d7f2-4d2b-bf05-a046be08203f,P-9E130A1DDC,C,4,"{""engagement"": 3, ""naturalness"": 3, ""responsiveness"": 4, ""coherence"": 3, ""topic_consistency"": 3, ""willingness_continue"": 3, ""overall_satisfaction"": 4, ""emotions"": [""Curious"", ""Confused"", ""Frustrated""], ""comments"": """", ""submitted_at"": ""2026-09-15T13:14:31"", ""condition_code"": ""C"", ""condition_order"": 4, ""latin_square_sequence"": 1, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": true}",2026-09-15T13:14:31
084844d9-1daf-44ec-97bd-4641faac86c7,P-9E130A1DDC,G,5,"{""engagement"": 4, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 4, ""topic_consistency"": 4, ""willingness_continue"": 4, ""overall_satisfaction"": 4, ""emotions"": [""Interested"", ""Curious""], ""comments"": """", ""submitted_at"": ""2026-09-15T15:11:28"", ""condition_code"": ""G"", ""condition_order"": 5, ""latin_square_sequence"": 1, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": true}",2026-09-15T15:11:28
1758232e-7e8c-4ee7-adef-2d262f7da559,P-9E130A1DDC,D,6,"{""engagement"": 2, ""naturalness"": 3, ""responsiveness"": 3, ""coherence"": 3, ""topic_consistency"": 2, ""willingness_continue"": 3, ""overall_satisfaction"": 2, ""emotions"": [""Confused"", ""Frustrated""], ""comments"": """", ""submitted_at"": ""2026-09-15T15:16:32"", ""condition_code"": ""D"", ""condition_order"": 6, ""latin_square_sequence"": 1, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": false}",2026-09-15T15:16:32
c68c7e91-9123-4114-9483-c96e1cdbd596,P-9E130A1DDC,F,7,"{""engagement"": 3, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 4, ""topic_consistency"": 4, ""willingness_continue"": 4, ""overall_satisfaction"": 4, ""emotions"": [""Interested"", ""Engaged""], ""comments"": """", ""submitted_at"": ""2026-09-15T15:24:49"", ""condition_code"": ""F"", ""condition_order"": 7, ""latin_square_sequence"": 1, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": false}",2026-09-15T15:24:49
c43f4f08-af32-40a2-8790-09696e64ac8a,P-9E130A1DDC,E,8,"{""engagement"": 4, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 4, ""topic_consistency"": 4, ""willingness_continue"": 4, ""overall_satisfaction"": 4, ""emotions"": [""Interested"", ""Engaged""], ""comments"": """", ""submitted_at"": ""2026-09-15T15:33:11"", ""condition_code"": ""E"", ""condition_order"": 8, ""latin_square_sequence"": 1, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": true}",2026-09-15T15:33:11
ff451ac5-4566-45cd-a246-4693d48247c2,P-A4880A1CE2,D,1,"{""engagement"": 4, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 4, ""topic_consistency"": 4, ""willingness_continue"": 4, ""overall_satisfaction"": 4, ""emotions"": [""Interested"", ""Engaged""], ""comments"": """", ""submitted_at"": ""2026-09-16T20:26:21"", ""condition_code"": ""D"", ""condition_order"": 1, ""latin_square_sequence"": 4, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": false}",2026-09-16T20:26:21
5cb5dc31-76ad-45ca-868a-24c8d4125c9b,P-A4880A1CE2,E,2,"{""engagement"": 4, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 4, ""topic_consistency"": 4, ""willingness_continue"": 4, ""overall_satisfaction"": 4, ""emotions"": [""Curious"", ""Comfortable""], ""comments"": """", ""submitted_at"": ""2026-09-16T20:34:01"", ""condition_code"": ""E"", ""condition_order"": 2, ""latin_square_sequence"": 4, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": true}",2026-09-16T20:34:01
1e33cf05-593c-4644-aab1-1c6de3a62b09,P-A4880A1CE2,C,3,"{""engagement"": 5, ""naturalness"": 5, ""responsiveness"": 4, ""coherence"": 5, ""topic_consistency"": 5, ""willingness_continue"": 4, ""overall_satisfaction"": 5, ""emotions"": [""Interested"", ""Engaged""], ""comments"": """", ""submitted_at"": ""2026-09-17T08:09:40"", ""condition_code"": ""C"", ""condition_order"": 3, ""latin_square_sequence"": 4, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": true}",2026-09-17T08:09:40
ab13cd71-1b00-4766-ab8d-abc2829406de,P-A4880A1CE2,F,4,"{""engagement"": 4, ""naturalness"": 4, ""responsiveness"": 3, ""coherence"": 3, ""topic_consistency"": 5, ""willingness_continue"": 4, ""overall_satisfaction"": 3, ""emotions"": [""Curious"", ""Comfortable""], ""comments"": """", ""submitted_at"": ""2026-09-17T08:20:34"", ""condition_code"": ""F"", ""condition_order"": 4, ""latin_square_sequence"": 4, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": false}",2026-09-17T08:20:34
b4a53b75-468f-4708-9dbd-f7f6b77dd7c0,P-A4880A1CE2,B,5,"{""engagement"": 4, ""naturalness"": 3, ""responsiveness"": 3, ""coherence"": 3, ""topic_consistency"": 4, ""willingness_continue"": 5, ""overall_satisfaction"": 5, ""emotions"": [""Comfortable""], ""comments"": """", ""submitted_at"": ""2026-09-17T12:12:32"", ""condition_code"": ""B"", ""condition_order"": 5, ""latin_square_sequence"": 4, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": false}",2026-09-17T12:12:32
